kode_produk;tgl_berlaku;harga_berlaku;modal
PROD-0000024;2008-11-29;15140;14430
PROD-0000025;2008-11-29;10490;9930
PROD-0000026;2008-11-29;910;870
PROD-0000027;2008-11-29;12560;12100
PROD-0000028;2008-11-29;57530;54430
PROD-0000029;2008-11-29;6670;6270
PROD-0000030;2008-11-29;4230;4010
PROD-0000031;2008-11-29;18860;17720
PROD-0000032;2008-11-29;5250;4970
PROD-0000033;2008-11-29;16200;15290
PROD-0000034;2008-11-29;20440;19580
PROD-0000035;2008-11-29;6260;5840
PROD-0000036;2008-11-29;32360;30500
PROD-0000037;2008-11-29;5280;4990
PROD-0000038;2008-11-29;6300;5980
PROD-0000039;2008-11-29;5520;5280
PROD-0000040;2008-11-29;15090;14280
PROD-0000041;2008-11-29;14060;13410
PROD-0000001;2008-11-30;11930;11430
PROD-0000002;2008-11-30;4360;4130
PROD-0000003;2008-11-30;6490;6120
PROD-0000004;2008-11-30;8550;8060
PROD-0000005;2008-11-30;7210;6890
PROD-0000006;2008-11-30;8590;8170
PROD-0000007;2008-11-30;4740;4500
PROD-0000008;2008-11-30;1120;1060
PROD-0000009;2008-11-30;4980;4750
PROD-0000010;2008-11-30;1120;1070
PROD-0000011;2008-11-30;1230;1160
PROD-0000012;2008-11-30;3630;3480
PROD-0000013;2008-11-30;13070;12590
PROD-0000014;2008-11-30;12470;11810
PROD-0000015;2008-11-30;19690;18960
PROD-0000016;2008-11-30;105520;99450
PROD-0000017;2008-11-30;1300;1230
PROD-0000018;2008-11-30;9030;8640
PROD-0000019;2008-11-30;6310;6000
PROD-0000020;2008-11-30;5670;5360
PROD-0000021;2008-11-30;12340;11720
PROD-0000022;2008-11-30;77940;72990
PROD-0000023;2008-11-30;15300;14630
PROD-0000024;2008-11-30;15100;14410
PROD-0000025;2008-11-30;10490;9890
PROD-0000026;2008-11-30;930;880
PROD-0000027;2008-11-30;12590;11930
PROD-0000028;2008-11-30;57640;54010
PROD-0000029;2008-11-30;6560;6270
PROD-0000030;2008-11-30;4200;4010
PROD-0000031;2008-11-30;18710;17740
PROD-0000032;2008-11-30;5260;4970
PROD-0000033;2008-11-30;16200;15290
PROD-0000034;2008-11-30;20480;19580
PROD-0000035;2008-11-30;6240;5940
PROD-0000036;2008-11-30;31910;30700
PROD-0000037;2008-11-30;5230;4940
PROD-0000038;2008-11-30;6260;5950
PROD-0000039;2008-11-30;5610;5280
PROD-0000040;2008-11-30;15120;14420
PROD-0000041;2008-11-30;14290;13460
PROD-0000001;2008-12-01;12190;11580
PROD-0000002;2008-12-01;4360;4130
PROD-0000003;2008-12-01;6410;6120
PROD-0000004;2008-12-01;8570;8040
PROD-0000005;2008-12-01;7220;6850
PROD-0000006;2008-12-01;8660;8260
PROD-0000007;2008-12-01;4780;4510
PROD-0000008;2008-12-01;1130;1080
PROD-0000009;2008-12-01;5050;4800
PROD-0000010;2008-12-01;1120;1070
PROD-0000011;2008-12-01;1240;1170
PROD-0000012;2008-12-01;3680;3490
PROD-0000013;2008-12-01;13300;12580
PROD-0000014;2008-12-01;12720;11920
PROD-0000015;2008-12-01;19900;19060
PROD-0000016;2008-12-01;104750;100320
PROD-0000017;2008-12-01;1300;1250
PROD-0000018;2008-12-01;9130;8590
PROD-0000019;2008-12-01;6360;6040
PROD-0000020;2008-12-01;5680;5400
PROD-0000021;2008-12-01;12280;11760
PROD-0000022;2008-12-01;77940;74940
PROD-0000023;2008-12-01;15530;14550
PROD-0000024;2008-12-01;15250;14480
PROD-0000025;2008-12-01;10410;10050
PROD-0000026;2008-12-01;920;880
PROD-0000027;2008-12-01;12650;12130
PROD-0000028;2008-12-01;57760;54650
PROD-0000029;2008-12-01;6700;6300
PROD-0000030;2008-12-01;4280;4010
PROD-0000031;2008-12-01;19020;17890
PROD-0000032;2008-12-01;5210;4960
PROD-0000033;2008-12-01;16220;15250
PROD-0000034;2008-12-01;20710;19700
PROD-0000035;2008-12-01;6240;5900
PROD-0000036;2008-12-01;32650;30710
PROD-0000037;2008-12-01;5330;5040
PROD-0000038;2008-12-01;6300;5900
PROD-0000039;2008-12-01;5570;5290
PROD-0000040;2008-12-01;15110;14300
PROD-0000041;2008-12-01;14300;13690
PROD-0000001;2008-12-02;12090;11560
PROD-0000002;2008-12-02;4370;4160
PROD-0000003;2008-12-02;6480;6190
PROD-0000004;2008-12-02;8620;8140
PROD-0000005;2008-12-02;7350;6890
PROD-0000006;2008-12-02;8680;8220
PROD-0000007;2008-12-02;4750;4510
PROD-0000008;2008-12-02;1130;1080
PROD-0000009;2008-12-02;5010;4770
PROD-0000010;2008-12-02;1130;1060
PROD-0000011;2008-12-02;1240;1170
PROD-0000012;2008-12-02;3700;3500
PROD-0000013;2008-12-02;13350;12560
PROD-0000014;2008-12-02;12620;11960
PROD-0000015;2008-12-02;19940;18790
PROD-0000016;2008-12-02;105600;99690
PROD-0000017;2008-12-02;1310;1250
PROD-0000018;2008-12-02;9070;8590
PROD-0000019;2008-12-02;6290;5950
PROD-0000020;2008-12-02;5730;5350
PROD-0000021;2008-12-02;12280;11760
PROD-0000022;2008-12-02;77470;73460
PROD-0000023;2008-12-02;15470;14690
PROD-0000024;2008-12-02;15370;14490
PROD-0000025;2008-12-02;10580;9920
PROD-0000026;2008-12-02;920;880
PROD-0000027;2008-12-02;12750;12060
PROD-0000028;2008-12-02;57990;55170
PROD-0000029;2008-12-02;6720;6350
PROD-0000030;2008-12-02;4270;4040
PROD-0000031;2008-12-02;18720;17930
PROD-0000032;2008-12-02;5280;4990
PROD-0000033;2008-12-02;16130;15280
PROD-0000034;2008-12-02;20590;19640
PROD-0000035;2008-12-02;6190;5880
PROD-0000036;2008-12-02;32450;30420
PROD-0000037;2008-12-02;5270;5010
PROD-0000038;2008-12-02;6280;5950
PROD-0000039;2008-12-02;5530;5320
PROD-0000040;2008-12-02;15110;14440
PROD-0000041;2008-12-02;14410;13580
PROD-0000001;2008-12-03;12140;11630
PROD-0000002;2008-12-03;4380;4130
PROD-0000003;2008-12-03;6490;6190
PROD-0000004;2008-12-03;8480;8030
PROD-0000005;2008-12-03;7290;6870
PROD-0000006;2008-12-03;8730;8280
PROD-0000007;2008-12-03;4730;4510
PROD-0000008;2008-12-03;1130;1080
PROD-0000009;2008-12-03;4990;4810
PROD-0000010;2008-12-03;1140;1070
PROD-0000011;2008-12-03;1250;1170
PROD-0000012;2008-12-03;3700;3490
PROD-0000013;2008-12-03;13270;12560
PROD-0000014;2008-12-03;12690;12070
PROD-0000015;2008-12-03;20020;19110
PROD-0000016;2008-12-03;106020;100320
PROD-0000017;2008-12-03;1310;1240
PROD-0000018;2008-12-03;9090;8590
PROD-0000019;2008-12-03;6350;5940
PROD-0000020;2008-12-03;5680;5400
PROD-0000021;2008-12-03;12450;11870
PROD-0000022;2008-12-03;77940;74640
PROD-0000023;2008-12-03;15590;14840
PROD-0000024;2008-12-03;15280;14490
PROD-0000025;2008-12-03;10600;9880
PROD-0000026;2008-12-03;930;870
PROD-0000027;2008-12-03;12680;11940
PROD-0000028;2008-12-03;57190;54370
PROD-0000029;2008-12-03;6730;6300
PROD-0000030;2008-12-03;4270;4040
PROD-0000031;2008-12-03;18830;18010
PROD-0000032;2008-12-03;5260;4950
PROD-0000033;2008-12-03;16030;15340
PROD-0000034;2008-12-03;20590;19670
PROD-0000035;2008-12-03;6200;5960
PROD-0000036;2008-12-03;32650;30710
PROD-0000037;2008-12-03;5320;5010
PROD-0000038;2008-12-03;6210;5890
PROD-0000039;2008-12-03;5620;5280
PROD-0000040;2008-12-03;15320;14470
PROD-0000041;2008-12-03;14300;13580
PROD-0000001;2008-12-04;12190;11420
PROD-0000002;2008-12-04;4320;4120
PROD-0000003;2008-12-04;6490;6190
PROD-0000004;2008-12-04;8620;8110
PROD-0000005;2008-12-04;7260;6910
PROD-0000006;2008-12-04;8610;8140
PROD-0000007;2008-12-04;4780;4480
PROD-0000008;2008-12-04;1130;1080
PROD-0000009;2008-12-04;4990;4780
PROD-0000010;2008-12-04;1130;1070
PROD-0000011;2008-12-04;1240;1180
PROD-0000012;2008-12-04;3700;3460
PROD-0000013;2008-12-04;13140;12580
PROD-0000014;2008-12-04;12490;11990
PROD-0000015;2008-12-04;19860;18940
PROD-0000016;2008-12-04;106440;101040
PROD-0000017;2008-12-04;1320;1250
PROD-0000018;2008-12-04;8970;8590
PROD-0000019;2008-12-04;6310;6000
PROD-0000020;2008-12-04;5670;5380
PROD-0000021;2008-12-04;12420;11760
PROD-0000022;2008-12-04;77940;74190
PROD-0000023;2008-12-04;15590;14580
PROD-0000024;2008-12-04;15250;14600
PROD-0000025;2008-12-04;10600;9890
PROD-0000026;2008-12-04;920;880
PROD-0000027;2008-12-04;12600;12040
PROD-0000028;2008-12-04;58110;55130
PROD-0000029;2008-12-04;6660;6370
PROD-0000030;2008-12-04;4250;4020
PROD-0000031;2008-12-04;18790;17890
PROD-0000032;2008-12-04;5310;5020
PROD-0000033;2008-12-04;16320;15210
PROD-0000034;2008-12-04;20840;19530
PROD-0000035;2008-12-04;6230;5880
PROD-0000036;2008-12-04;32130;30390
PROD-0000037;2008-12-04;5290;5010
PROD-0000038;2008-12-04;6260;5950
PROD-0000039;2008-12-04;5530;5340
PROD-0000040;2008-12-04;15350;14440
PROD-0000041;2008-12-04;14210;13490
PROD-0000001;2008-12-05;12120;11450
PROD-0000002;2008-12-05;4390;4140
PROD-0000003;2008-12-05;6480;6080
PROD-0000004;2008-12-05;8620;8060
PROD-0000005;2008-12-05;7240;6890
PROD-0000006;2008-12-05;8610;8270
PROD-0000007;2008-12-05;4780;4470
PROD-0000008;2008-12-05;1140;1080
PROD-0000009;2008-12-05;5040;4790
PROD-0000010;2008-12-05;1120;1060
PROD-0000011;2008-12-05;1230;1170
PROD-0000012;2008-12-05;3690;3530
PROD-0000013;2008-12-05;13190;12580
PROD-0000014;2008-12-05;12640;11960
PROD-0000015;2008-12-05;19940;18940
PROD-0000016;2008-12-05;104750;101300
PROD-0000017;2008-12-05;1300;1240
PROD-0000018;2008-12-05;9020;8590
PROD-0000019;2008-12-05;6340;6060
PROD-0000020;2008-12-05;5690;5400
PROD-0000021;2008-12-05;12400;11810
PROD-0000022;2008-12-05;78570;74190
PROD-0000023;2008-12-05;15340;14690
PROD-0000024;2008-12-05;15340;14340
PROD-0000025;2008-12-05;10560;10050
PROD-0000026;2008-12-05;920;880
PROD-0000027;2008-12-05;12600;12130
PROD-0000028;2008-12-05;57650;54920
PROD-0000029;2008-12-05;6690;6330
PROD-0000030;2008-12-05;4290;4070
PROD-0000031;2008-12-05;18790;17720
PROD-0000032;2008-12-05;5260;4970
PROD-0000033;2008-12-05;16290;15390
PROD-0000034;2008-12-05;20790;19690
PROD-0000035;2008-12-05;6200;5900
PROD-0000036;2008-12-05;32190;30710
PROD-0000037;2008-12-05;5310;5000
PROD-0000038;2008-12-05;6300;5990
PROD-0000039;2008-12-05;5540;5260
PROD-0000040;2008-12-05;15320;14450
PROD-0000041;2008-12-05;14240;13710
PROD-0000001;2008-12-06;12190;11600
PROD-0000002;2008-12-06;4330;4170
PROD-0000003;2008-12-06;6500;6140
PROD-0000004;2008-12-06;8530;8110
PROD-0000005;2008-12-06;7260;6860
PROD-0000006;2008-12-06;8730;8290
PROD-0000007;2008-12-06;4750;4480
PROD-0000008;2008-12-06;1130;1070
PROD-0000009;2008-12-06;5050;4740
PROD-0000010;2008-12-06;1120;1070
PROD-0000011;2008-12-06;1240;1180
PROD-0000012;2008-12-06;3640;3490
PROD-0000013;2008-12-06;13300;12580
PROD-0000014;2008-12-06;12640;11960
PROD-0000015;2008-12-06;19860;18880
PROD-0000016;2008-12-06;106020;101110
PROD-0000017;2008-12-06;1320;1250
PROD-0000018;2008-12-06;9060;8590
PROD-0000019;2008-12-06;6290;6000
PROD-0000020;2008-12-06;5750;5400
PROD-0000021;2008-12-06;12330;11810
PROD-0000022;2008-12-06;78410;74020
PROD-0000023;2008-12-06;15470;14830
PROD-0000024;2008-12-06;15190;14620
PROD-0000025;2008-12-06;10490;9970
PROD-0000026;2008-12-06;920;880
PROD-0000027;2008-12-06;12600;12040
PROD-0000028;2008-12-06;57760;54660
PROD-0000029;2008-12-06;6650;6290
PROD-0000030;2008-12-06;4290;4060
PROD-0000031;2008-12-06;18870;17900
PROD-0000032;2008-12-06;5240;5030
PROD-0000033;2008-12-06;16290;15350
PROD-0000034;2008-12-06;20880;19510
PROD-0000035;2008-12-06;6180;5890
PROD-0000036;2008-12-06;32130;30980
PROD-0000037;2008-12-06;5270;5010
PROD-0000038;2008-12-06;6290;5950
PROD-0000039;2008-12-06;5590;5280
PROD-0000040;2008-12-06;15290;14440
PROD-0000041;2008-12-06;14190;13530
PROD-0000001;2008-12-07;12120;11530
PROD-0000002;2008-12-07;4340;4140
PROD-0000003;2008-12-07;6460;6180
PROD-0000004;2008-12-07;8570;8130
PROD-0000005;2008-12-07;7220;6910
PROD-0000006;2008-12-07;8600;8250
PROD-0000007;2008-12-07;4700;4500
PROD-0000008;2008-12-07;1130;1080
PROD-0000009;2008-12-07;5020;4780
PROD-0000010;2008-12-07;1120;1060
PROD-0000011;2008-12-07;1250;1170
PROD-0000012;2008-12-07;3710;3490
PROD-0000013;2008-12-07;13380;12490
PROD-0000014;2008-12-07;12690;12030
PROD-0000015;2008-12-07;19820;18820
PROD-0000016;2008-12-07;105180;100320
PROD-0000017;2008-12-07;1300;1250
PROD-0000018;2008-12-07;9040;8520
PROD-0000019;2008-12-07;6300;6030
PROD-0000020;2008-12-07;5690;5370
PROD-0000021;2008-12-07;12330;11770
PROD-0000022;2008-12-07;78570;74550
PROD-0000023;2008-12-07;15470;14790
PROD-0000024;2008-12-07;15220;14590
PROD-0000025;2008-12-07;10560;9940
PROD-0000026;2008-12-07;930;880
PROD-0000027;2008-12-07;12650;12040
PROD-0000028;2008-12-07;57880;54990
PROD-0000029;2008-12-07;6690;6330
PROD-0000030;2008-12-07;4270;4050
PROD-0000031;2008-12-07;18830;17900
PROD-0000032;2008-12-07;5280;5030
PROD-0000033;2008-12-07;16290;15210
PROD-0000034;2008-12-07;20670;19730
PROD-0000035;2008-12-07;6240;5870
PROD-0000036;2008-12-07;32260;30780
PROD-0000037;2008-12-07;5270;5000
PROD-0000038;2008-12-07;6210;5950
PROD-0000039;2008-12-07;5530;5290
PROD-0000040;2008-12-07;15170;14470
PROD-0000041;2008-12-07;14270;13450
PROD-0000001;2008-12-08;12070;11610
PROD-0000002;2008-12-08;4370;4130
PROD-0000003;2008-12-08;6440;6160
PROD-0000004;2008-12-08;8550;8110
PROD-0000005;2008-12-08;7260;6890
PROD-0000006;2008-12-08;8720;8220
PROD-0000007;2008-12-08;4750;4450
PROD-0000008;2008-12-08;1140;1070
PROD-0000009;2008-12-08;5010;4750
PROD-0000010;2008-12-08;1130;1070
PROD-0000011;2008-12-08;1230;1170
PROD-0000012;2008-12-08;3700;3470
PROD-0000013;2008-12-08;13350;12530
PROD-0000014;2008-12-08;12540;11960
PROD-0000015;2008-12-08;20020;18940
PROD-0000016;2008-12-08;105180;100320
PROD-0000017;2008-12-08;1310;1250
PROD-0000018;2008-12-08;9070;8590
PROD-0000019;2008-12-08;6360;6000
PROD-0000020;2008-12-08;5730;5370
PROD-0000021;2008-12-08;12280;11760
PROD-0000022;2008-12-08;78720;74190
PROD-0000023;2008-12-08;15530;14800
PROD-0000024;2008-12-08;15190;14480
PROD-0000025;2008-12-08;10520;9940
PROD-0000026;2008-12-08;920;870
PROD-0000027;2008-12-08;12700;12060
PROD-0000028;2008-12-08;57300;54390
PROD-0000029;2008-12-08;6620;6330
PROD-0000030;2008-12-08;4260;4040
PROD-0000031;2008-12-08;18870;17870
PROD-0000032;2008-12-08;5240;5040
PROD-0000033;2008-12-08;16100;15280
PROD-0000034;2008-12-08;20710;19640
PROD-0000035;2008-12-08;6180;5900
PROD-0000036;2008-12-08;32320;30710
PROD-0000037;2008-12-08;5290;4970
PROD-0000038;2008-12-08;6240;5950
PROD-0000039;2008-12-08;5520;5320
PROD-0000040;2008-12-08;15320;14470
PROD-0000041;2008-12-08;14300;13720
PROD-0000001;2008-12-09;12120;11600
PROD-0000002;2008-12-09;4330;4120
PROD-0000003;2008-12-09;6430;6160
PROD-0000004;2008-12-09;8520;8140
PROD-0000005;2008-12-09;7260;6910
PROD-0000006;2008-12-09;8720;8230
PROD-0000007;2008-12-09;4770;4470
PROD-0000008;2008-12-09;1130;1080
PROD-0000009;2008-12-09;5060;4780
PROD-0000010;2008-12-09;1130;1070
PROD-0000011;2008-12-09;1250;1180
PROD-0000012;2008-12-09;3680;3490
PROD-0000013;2008-12-09;13270;12530
PROD-0000014;2008-12-09;12520;11930
PROD-0000015;2008-12-09;20100;19120
PROD-0000016;2008-12-09;104750;100480
PROD-0000017;2008-12-09;1320;1250
PROD-0000018;2008-12-09;9020;8530
PROD-0000019;2008-12-09;6350;6020
PROD-0000020;2008-12-09;5690;5400
PROD-0000021;2008-12-09;12370;11720
PROD-0000022;2008-12-09;77470;73760
PROD-0000023;2008-12-09;15440;14690
PROD-0000024;2008-12-09;15130;14350
PROD-0000025;2008-12-09;10520;9970
PROD-0000026;2008-12-09;920;880
PROD-0000027;2008-12-09;12780;12170
PROD-0000028;2008-12-09;57190;54660
PROD-0000029;2008-12-09;6620;6390
PROD-0000030;2008-12-09;4290;4010
PROD-0000031;2008-12-09;18980;17720
PROD-0000032;2008-12-09;5310;4970
PROD-0000033;2008-12-09;16060;15350
PROD-0000034;2008-12-09;20880;19690
PROD-0000035;2008-12-09;6240;5930
PROD-0000036;2008-12-09;32390;30760
PROD-0000037;2008-12-09;5290;5010
PROD-0000038;2008-12-09;6310;5950
PROD-0000039;2008-12-09;5530;5290
PROD-0000040;2008-12-09;15200;14440
PROD-0000041;2008-12-09;14270;13580
PROD-0000001;2008-12-10;12140;11530
PROD-0000002;2008-12-10;4380;4120
PROD-0000003;2008-12-10;6490;6160
PROD-0000004;2008-12-10;8500;8190
PROD-0000005;2008-12-10;7240;6900
PROD-0000006;2008-12-10;8700;8270
PROD-0000007;2008-12-10;4780;4520
PROD-0000008;2008-12-10;1130;1070
PROD-0000009;2008-12-10;5040;4810
PROD-0000010;2008-12-10;1130;1070
PROD-0000011;2008-12-10;1240;1170
PROD-0000012;2008-12-10;3660;3460
PROD-0000013;2008-12-10;13170;12630
PROD-0000014;2008-12-10;12640;12080
PROD-0000015;2008-12-10;19860;18850
PROD-0000016;2008-12-10;106230;99320
PROD-0000017;2008-12-10;1320;1250
PROD-0000018;2008-12-10;9110;8650
PROD-0000019;2008-12-10;6270;6040
PROD-0000020;2008-12-10;5650;5400
PROD-0000021;2008-12-10;12330;11780
PROD-0000022;2008-12-10;78570;73430
PROD-0000023;2008-12-10;15340;14690
PROD-0000024;2008-12-10;15340;14350
PROD-0000025;2008-12-10;10410;10020
PROD-0000026;2008-12-10;920;880
PROD-0000027;2008-12-10;12630;12040
PROD-0000028;2008-12-10;57990;54280
PROD-0000029;2008-12-10;6690;6340
PROD-0000030;2008-12-10;4260;4040
PROD-0000031;2008-12-10;18900;17900
PROD-0000032;2008-12-10;5220;4960
PROD-0000033;2008-12-10;16290;15270
PROD-0000034;2008-12-10;20500;19660
PROD-0000035;2008-12-10;6180;5900
PROD-0000036;2008-12-10;32260;30710
PROD-0000037;2008-12-10;5310;5030
PROD-0000038;2008-12-10;6210;5950
PROD-0000039;2008-12-10;5580;5290
PROD-0000040;2008-12-10;15320;14320
PROD-0000041;2008-12-10;14330;13560
PROD-0000001;2008-12-11;12040;11430
PROD-0000002;2008-12-11;4320;4160
PROD-0000003;2008-12-11;6450;6100
PROD-0000004;2008-12-11;8470;8040
PROD-0000005;2008-12-11;7350;6930
PROD-0000006;2008-12-11;8730;8140
PROD-0000007;2008-12-11;4690;4510
PROD-0000008;2008-12-11;1130;1080
PROD-0000009;2008-12-11;5020;4820
PROD-0000010;2008-12-11;1120;1080
PROD-0000011;2008-12-11;1240;1170
PROD-0000012;2008-12-11;3670;3480
PROD-0000013;2008-12-11;13250;12580
PROD-0000014;2008-12-11;12620;11960
PROD-0000015;2008-12-11;19860;18940
PROD-0000016;2008-12-11;105390;100320
PROD-0000017;2008-12-11;1320;1250
PROD-0000018;2008-12-11;8980;8590
PROD-0000019;2008-12-11;6310;5940
PROD-0000020;2008-12-11;5640;5400
PROD-0000021;2008-12-11;12300;11760
PROD-0000022;2008-12-11;78100;73910
PROD-0000023;2008-12-11;15370;14760
PROD-0000024;2008-12-11;15340;14490
PROD-0000025;2008-12-11;10560;9980
PROD-0000026;2008-12-11;930;870
PROD-0000027;2008-12-11;12680;12040
PROD-0000028;2008-12-11;57420;54620
PROD-0000029;2008-12-11;6730;6350
PROD-0000030;2008-12-11;4250;4060
PROD-0000031;2008-12-11;18870;17760
PROD-0000032;2008-12-11;5300;5000
PROD-0000033;2008-12-11;16320;15350
PROD-0000034;2008-12-11;20550;19830
PROD-0000035;2008-12-11;6160;5940
PROD-0000036;2008-12-11;32520;30970
PROD-0000037;2008-12-11;5240;4990
PROD-0000038;2008-12-11;6330;5950
PROD-0000039;2008-12-11;5580;5290
PROD-0000040;2008-12-11;15260;14490
PROD-0000041;2008-12-11;14360;13630
PROD-0000001;2008-12-12;12140;11650
PROD-0000002;2008-12-12;4320;4140
PROD-0000003;2008-12-12;6430;6170
PROD-0000004;2008-12-12;8530;8190
PROD-0000005;2008-12-12;7330;6910
PROD-0000006;2008-12-12;8600;8220
PROD-0000007;2008-12-12;4760;4520
PROD-0000008;2008-12-12;1140;1080
PROD-0000009;2008-12-12;5060;4820
PROD-0000010;2008-12-12;1140;1070
PROD-0000011;2008-12-12;1230;1170
PROD-0000012;2008-12-12;3680;3510
PROD-0000013;2008-12-12;13320;12580
PROD-0000014;2008-12-12;12690;11940
PROD-0000015;2008-12-12;19860;19070
PROD-0000016;2008-12-12;106020;100210
PROD-0000017;2008-12-12;1320;1250
PROD-0000018;2008-12-12;9090;8530
PROD-0000019;2008-12-12;6260;6030
PROD-0000020;2008-12-12;5730;5400
PROD-0000021;2008-12-12;12370;11830
PROD-0000022;2008-12-12;78250;74730
PROD-0000023;2008-12-12;15620;14690
PROD-0000024;2008-12-12;15340;14470
PROD-0000025;2008-12-12;10580;10040
PROD-0000026;2008-12-12;930;880
PROD-0000027;2008-12-12;12700;12040
PROD-0000028;2008-12-12;57650;54660
PROD-0000029;2008-12-12;6640;6340
PROD-0000030;2008-12-12;4250;4060
PROD-0000031;2008-12-12;18830;17840
PROD-0000032;2008-12-12;5230;4960
PROD-0000033;2008-12-12;16260;15450
PROD-0000034;2008-12-12;20500;19440
PROD-0000035;2008-12-12;6230;5850
PROD-0000036;2008-12-12;32450;30420
PROD-0000037;2008-12-12;5270;5010
PROD-0000038;2008-12-12;6280;5950
PROD-0000039;2008-12-12;5590;5280
PROD-0000040;2008-12-12;15140;14520
PROD-0000041;2008-12-12;14270;13600
PROD-0000001;2008-12-13;12160;11600
PROD-0000002;2008-12-13;4370;4130
PROD-0000003;2008-12-13;6530;6090
PROD-0000004;2008-12-13;8590;8030
PROD-0000005;2008-12-13;7240;6910
PROD-0000006;2008-12-13;8650;8210
PROD-0000007;2008-12-13;4730;4500
PROD-0000008;2008-12-13;1120;1070
PROD-0000009;2008-12-13;5030;4780
PROD-0000010;2008-12-13;1120;1070
PROD-0000011;2008-12-13;1230;1170
PROD-0000012;2008-12-13;3640;3490
PROD-0000013;2008-12-13;13170;12580
PROD-0000014;2008-12-13;12490;11970
PROD-0000015;2008-12-13;19900;18940
PROD-0000016;2008-12-13;105180;101090
PROD-0000017;2008-12-13;1300;1250
PROD-0000018;2008-12-13;9110;8590
PROD-0000019;2008-12-13;6350;5990
PROD-0000020;2008-12-13;5730;5360
PROD-0000021;2008-12-13;12280;11810
PROD-0000022;2008-12-13;77940;74190
PROD-0000023;2008-12-13;15590;14690
PROD-0000024;2008-12-13;15160;14400
PROD-0000025;2008-12-13;10410;10030
PROD-0000026;2008-12-13;930;880
PROD-0000027;2008-12-13;12630;12050
PROD-0000028;2008-12-13;57880;54660
PROD-0000029;2008-12-13;6610;6320
PROD-0000030;2008-12-13;4220;4040
PROD-0000031;2008-12-13;18900;17890
PROD-0000032;2008-12-13;5210;4990
PROD-0000033;2008-12-13;16220;15280
PROD-0000034;2008-12-13;20750;19640
PROD-0000035;2008-12-13;6180;5900
PROD-0000036;2008-12-13;32650;30710
PROD-0000037;2008-12-13;5290;5020
PROD-0000038;2008-12-13;6300;5960
PROD-0000039;2008-12-13;5520;5290
